一	一 𽀀
𣸁	𣸁 𿂗
𦪉	𦪉 𿂘
淜	淜 𿂙
㶇	㶇 𿂚
泭	泭 𿂛
渡	渡 𿂜
沿	沿 𿂝 𾾐
㴑	㴑 𿂞
遡	遡 𿂟
洄	洄 𿂠
泳	泳 𿂡
潛	潛 𿂢
淦	淦 𿂣
汵	汵 𿂤
𣳋	𣳋 𿂥
泛	泛 𿂥
汓	汓 𿂦
泅	泅 𿂧
砅	砅 𿂨
濿	濿 𿂩
湊	湊 𿂪
𣽵	𣽵 𿂪
湛	湛 𿂫
㴴	㴴 𿂬
𣽔	𣽔 𿂭
湮	湮 𿂭
㲻	㲻 𿂮
𣴬	𣴬 𿂯
没	没 𿂯
沒	沒 𿂯
渨	渨 𿂰
滃	滃 𿂱
泱	泱 𿂲
淒	淒 𿂳
渰	渰 𿂴
溟	溟 𿂵
洓	洓 𿂶
𤄗	𤄗 𿂷
瀑	瀑 𿂷
澍	澍 𿂸
湒	湒 𿂹
澬	澬 𿂺
𣿳	𣿳 𿂻
潦	潦 𿂻
濩	濩 𿂼
涿	涿 𿂽
𣄻	𣄻 𿂾
瀧	瀧 𿂿
渿	渿 𿃀
㴎	㴎 𿃀
滈	滈 𿃁
漊	漊 𿃂
溦	溦 𿃃
濛	濛 𿃄
沈	沈 𿃅
洅	洅 𿃆
淊	淊 𿃇
𣹢	𣹢 𿃈
涵	涵 𿃈
𣹤	𣹤 𿃉
瀀	瀀 𿃊
涔	涔 𿃋
𣿙	𣿙 𿃌
漬	漬 𿃌
漚	漚 𿃍
浞	浞 𿃎
渥	渥 𿃏
㴶	㴶 𿃐
洽	洽 𿃑
𤅌	𤅌 𿃒
𤅛	𤅛 𿃒
濃	濃 𿃒
瀌	瀌 𿃓
溓	溓 𿃔
濂	濂 𿃕
泐	泐 𿃖
滯	滯 𿃗
汦	汦 𿃘
㶁	㶁 𿃙
澌	澌 𿃚
汽	汽 𿃛
涸	涸 𿃜
𤃯	𤃯 𿃝
消	消 𿃞
潐	潐 𿃟
渴	渴 𿃠
𣾩	𣾩 𿃡
漮	漮 𿃡
溼	溼 𿃢
𤃁	𤃁 𿃢
湆	湆 𿃣
洿	洿 𿃤
浼	浼 𿃥
污	污 𿃦
汙	汙 𿃦
𣹌	𣹌 𿃧
湫	湫 𿃧
潤	潤 𿃨
準	準 𿃩
汀	汀 𿃪
𠀩	𠀩 𿃫
𢆊	𢆊 𿃫
沑	沑 𿃬
瀵	瀵 𿃭
𤄪	𤄪 𿃭
𣿒	𣿒 𿃮
瀞	瀞 𿃯
瀎	瀎 𿃰
泧	泧 𿃱
洎	洎 𿃲
湯	湯 𿃳
渜	渜 𿃴
洝	洝 𿃵
洏	洏 𿃶
涗	涗 𿃷
涚	涚 𿃷
涫	涫 𿃸
涾	涾 𿃹
汏	汏 𿃺
𤄒	𤄒 𿃻
㶕	㶕 𿃻
淅	淅 𿃼
滰	滰 𿃽
𣸈	𣸈 𿃾
溲	溲 𿃾
浚	浚 𿃿
瀝	瀝 𿄀
漉	漉 𿄁
淥	淥 𿄂
潘	潘 𿄃
灡	灡 𿄄
泔	泔 𿄅
滫	滫 𿄆
𣾮	𣾮 𿄇
澱	澱 𿄇
淤	淤 𿄈
滓	滓 𿄉
淰	淰 𿄊
瀹	瀹 𿄋
𤃭	𤃭 𿄌 𿄍
𤄩	𤄩 𿄍
漀	漀 𿄎
湑	湑 𿄏
湎	湎 𿄐
𤖅	𤖅 𿄑
漿	漿 𿄑
𤕯	𤕯 𿄒
涼	涼 𿄓
凉	凉 𿄓
淡	淡 𿄔
涒	涒 𿄕
澆	澆 𿄖
液	液 𿄗
汁	汁 𿄘
滒	滒 𿄙
灝	灝 𿄚
溢	溢 𿄛
洒	洒 𿄜
𣹍	𣹍 𿄜
𣼝	𣼝 𿄝
滌	滌 𿄝
濈	濈 𿄞
瀋	瀋 𿄟
渳	渳 𿄠
𤀤	𤀤 𿄡
𤂳	𤂳 𿄢
漱	漱 𿄣
泂	泂 𿄤
滄	滄 𿄥
㵾	㵾 𿄦
淬	淬 𿄧
沐	沐 𿄨
沬	沬 𿄩
湏	湏 𿄪
頮	頮 𿄫
浴	浴 𿄬
澡	澡 𿄭
洗	洗 𿄮
汲	汲 𿄯
𤂸	𤂸 𿄰
淳	淳 𿄰
淋	淋 𿄱
渫	渫 𿄲
𤃬	𤃬 𿄳
浣	浣 𿄴
濯	濯 𿄵
涑	涑 𿄶
潎	潎 𿄷
㙙	㙙 𿄸 𿢇
灑	灑 𿄹
汛	汛 𿄺
染	染 𿄻
𡙌	𡙌 𿄼
泰	泰 𿄼
𡙥	𡙥 𿄼
夳	夳 𿄽
冭	冭 𿄽
㶄	㶄 𿄾
灒	灒 𿄿
㵞	㵞 𿅀
𣿜	𣿜 𿅀
湩	湩 𿅁
洟	洟 𿅂
潸	潸 𿅃
𣽽	𣽽 𿅃
汗	汗 𿅄
泣	泣 𿅅
涕	涕 𿅆
湅	湅 𿅇
𤅊	𤅊 𿅈
渝	渝 𿅉
減	減 𿅊
滅	滅 𿅋
𤅍	𤅍 𿅌
漕	漕 𿅌
泮	泮 𿅍
漏	漏 𿅎
澒	澒 𿅏
萍	萍 𿅐
濊	濊 𿅑
汩	汩 𿅒
𤅭	𤅭 𿅓
瀼	瀼 𿅓
漙	漙 𿅔
汍	汍 𿅕
泯	泯 𿅖
瀣	瀣 𿅗
瀘	瀘 𿅘
瀟	瀟 𿅙
瀛	瀛 𿅚
滁	滁 𿅛
洺	洺 𿅜
潺	潺 𿅝
湲	湲 𿅞
濤	濤 𿅟
𤁟	𤁟 𿅟
潊	潊 𿅠
漵	漵 𿅠
𣿑	𣿑 𿅡
港	港 𿅡
瀦	瀦 𿅢
𤅤	𤅤 𿅣
淼	淼 𿅤
潔	潔 𿅥
浹	浹 𿅦
𣹆	𣹆 𿅧
溘	溘 𿅧
潠	潠 𿅨
𣹎	𣹎 𿅨
涯	涯 𿅩
沝	沝 𿅪
𣲙	𣲙 𿅪
𣹳	𣹳 𿅫
𣹭	𣹭 𿅫
流	流 𿅬
𣻣	𣻣 𿅭
涉	涉 𿅮
𩕘	𩕘 𿅯
瀕	瀕 𿅯
𩖓	𩖓 𿅰
𡿨	𡿨 𿅱
𤰝	𤰝 𿅲
畎	畎 𿅳
巜	巜 𿅴
𤏞	𤏞 𿅵
巛	巛 𿅶
巠	巠 𿅷
𡿱	𡿱 𿅸
𡿬	𡿬 𿅹
𡿿	𡿿 𿅺
𡿯	𡿯 𿅻
𣧄	𣧄 𿅼
𡿩	𡿩 𿅼
𡿪	𡿪 𿅼
邕	邕 𿅽
𡿷	𡿷 𿅾
𡿧	𡿧 𿅿
侃	侃 𿆀
𠈉	𠈉 𿆀
州	州 𿆁
𠃕	𠃕 𿆂
泉	泉 𿆃
㶗	㶗 𿆄
灥	灥 𿆅
𠫐	𠫐 𿆆
厡	厡 𿆇
永	永 𿆈
羕	羕 𿆉
𣴎	𣴎 𿆉
𦍛	𦍛 𿆉
𠂢	𠂢 𿆊
𧖴	𧖴 𿆋
脈	脈 𿆌
衇	衇 𿆍
覛	覛 𿆎
𧡒	𧡒 𿆏
𠔌	𠔌 𿆐
谿	谿 𿆑
𧯆	𧯆 𿆒
豂	豂 𿆓
豅	豅 𿆔
𧮯	𧮯 𿆕
䜭	䜭 𿆖
𣽊	𣽊 𿆗
濬	濬 𿆘
谸	谸 𿆙
仌	仌 𿆚
𣲝	𣲝 𿆛
冰	冰 𿆛
凝	凝 𿆜
𠘡	𠘡 𿆝
凊	凊 𿆞
凍	凍 𿆟
𱼾	𱼾 𿆠
𠗲	𠗲 𿆠
𣎎	𣎎 𿆠
凌	凌 𿆡
凘	凘 𿆢
凋	凋 𿆣
冬	冬 𿆤
𠔙	𠔙 𿆥
𣆼	𣆼 𿆥
冶	冶 𿆦
凔	凔 𿆧
冷	冷 𿆨
𠗴	𠗴 𿆩
𠗙	𠗙 𿆩
㓖	㓖 𿆪
冹	冹 𿆫
凓	凓 𿆬
𠘍	𠘍 𿆬
𠘝	𠘝 𿆭
𠗢	𠗢 𿆮
冽	冽 𿆮
𲒕	𲒕 𿆮
雨	雨 𿆯
𠕲	𠕲 𿆰
靁	靁 𿆱
𩂩	𩂩 𿆲
𤴐	𤴐 𿆳
𩇓	𩇓 𿆴
霣	霣 𿆵
𩆆	𩆆 𿆶
霆	霆 𿆷
霅	霅 𿆸
電	電 𿆹
𩃿	𩃿 𿆺
震	震 𿆻
𩇒	𩇒 𿆼
雪	雪 𿆽
霄	霄 𿆾
䨷	䨷 𿆿
霰	霰 𿆿
䨘	䨘 𿇀
雹	雹 𿇁
𩅟	𩅟 𿇂
霝	霝 𿇃
𩂣	𩂣 𿇄
零	零 𿇅
𩆵	𩆵 𿇆
霢	霢 𿇇
霂	霂 𿇈
𩆑	𩆑 𿇉
𩃔	𩃔 𿇊
𩅉	𩅉 𿇋
𩅧	𩅧 𿇋
霃	霃 𿇌
𩄡	𩄡 𿇍
𩄙	𩄙 𿇎
䨡	䨡 𿇎
霖	霖 𿇏
𩂢	𩂢 𿇐
𩄚	𩄚 𿇑
䨞	䨞 𿇒
𩅼	𩅼 𿇓
霑	霑 𿇔
𩃵	𩃵 𿇕
𩅸	𩅸 𿇖
霤	霤 𿇖
屚	屚 𿇗
䨣	䨣 𿇘
霽	霽 𿇙
霋	霋 𿇚
𩇑	𩇑 𿇛
霩	霩 𿇛
𩇊	𩇊 𿇛
露	露 𿇜
霜	霜 𿇝
霚	霚 𿇞
雺	雺 𿇟
霾	霾 𿇠
霿	霿 𿇡
霓	霓 𿇢
𩅀	𩅀 𿇣
𩅱	𩅱 𿇣
雩	雩 𿇤
𦏻	𦏻 𿇥
需	需 𿇦
䨒	䨒 𿇧
霞	霞 𿇨
霏	霏 𿇩
霎	霎 𿇪
䨴	䨴 𿇫
靄	靄 𿇬
雲	雲 𿇭 𿇯
云	云 𿇮
𩃬	𩃬 𿇰
侌	侌 𿇱
𠆭	𠆭 𿇲
𤋳	𤋳 𿇳
魚	魚 𿇳
䲊	䲊 𿇴
𩼐	𩼐 𿇵
𩷷	𩷷 𿇵
鮞	鮞 𿇶
魼	魼 𿇷
𩹾	𩹾 𿇸
鰨	鰨 𿇹
鱒	鱒 𿇺
𩻜	𩻜 𿇻
鰫	鰫 𿇼
䱬	䱬 𿇽
鮪	鮪 𿇾
䱴	䱴 𿇿
䱭	䱭 𿇿
𩶶	𩶶 𿈀
𩶡	𩶡 𿈀
鮥	鮥 𿈁
鯀	鯀 𿈂
鰥	鰥 𿈃
鯉	鯉 𿈄
鱣	鱣 𿈅
𩽱	𩽱 𿈆
鱄	鱄 𿈇
鮦	鮦 𿈈
𩽵	𩽵 𿈉
䱾	䱾 𿈊
鰜	鰜 𿈋
鯈	鯈 𿈌
䱏	䱏 𿈍
鯾	鯾 𿈎
鯿	鯿 𿈏
魴	魴 𿈐
鰟	鰟 𿈑
鱮	鱮 𿈒
鰱	鰱 𿈓
鮍	鮍 𿈔
䱂	䱂 𿈕
鮒	鮒 𿈖
𩷏	𩷏 𿈗
𩼿	𩼿 𿈘
𩺀	𩺀 𿈘
鱺	鱺 𿈙
鰻	鰻 𿈚
鱯	鱯 𿈛
魾	魾 𿈜
鱧	鱧 𿈝
𩸄	𩸄 𿈞
鱨	鱨 𿈟
𩽶	𩽶 𿈠
鱏	鱏 𿈠
鯢	鯢 𿈡
鰼	鰼 𿈢
鰌	鰌 𿈣
鯇	鯇 𿈤
魠	魠 𿈥
鮆	鮆 𿈦
鮀	鮀 𿈧
鮎	鮎 𿈨
𩷑	𩷑 𿈩
鰋	鰋 𿈪
鮷	鮷 𿈫
䲚	䲚 𿈬
𩻛	𩻛 𿈭
䱵	䱵 𿈮
䱤	䱤 𿈯
鱖	鱖 𿈰
鯫	鯫 𿈱
鱓	鱓 𿈲
鮸	鮸 𿈳
魵	魵 𿈴
䲐	䲐 𿈵
鰸	鰸 𿈶
鯜	鯜 𿈷
𩶚	𩶚 𿈸
䰽	䰽 𿈸
䱡	䱡 𿈹
魦	魦 𿈺
鱳	鱳 𿈻
鮮	鮮 𿈼
鰅	鰅 𿈽
鱅	鱅 𿈾
鰂	鰂 𿈿
鯽	鯽 𿉀
鮐	鮐 𿉁
鮊	鮊 𿉂
鰒	鰒 𿉃
鮫	鮫 𿉄
䲔	䲔 𿉅
鯨	鯨 𿉆
𩹐	𩹐 𿉇
鯁	鯁 𿉇
𩼩	𩼩 𿉈
鱗	鱗 𿉈
鮏	鮏 𿉉
鱢	鱢 𿉊
鮨	鮨 𿉋
𩻢	𩻢 𿉌
鮺	鮺 𿉌
𩺃	𩺃 𿉌
䰼	䰼 𿉍
鮑	鮑 𿉎
魿	魿 𿉏
鰕	鰕 𿉐
鰝	鰝 𿉑
鯦	鯦 𿉒
魧	魧 𿉓
𩶁	𩶁 𿉔
鮚	鮚 𿉕
鮅	鮅 𿉖
𩽩	𩽩 𿉗
鯸	鯸 𿉘
鯛	鯛 𿉙
𩷹	𩷹 𿉚
鮁	鮁 𿉛
𩵩	𩵩 𿉜
鯕	鯕 𿉝
鮡	鮡 𿉞
𩵏	𩵏 𿉟
鱻	鱻 𿉠
鰈	鰈 𿉡
魮	魮 𿉢
鰩	鰩 𿉣
𩺰	𩺰 𿉤
𩼪	𩼪 𿉥
漁	漁 𿉦
㷼	㷼 𿉧
燕	燕 𿉧
龍	龍 𿉨
龗	龗 𿉩
龕	龕 𿉪
𪚕	𪚕 𿉫
䶬	䶬 𿉬
龖	龖 𿉭
飛	飛 𿉮
𩙺	𩙺 𿉯
翼	翼 𿉰
非	非 𿉱
䨽	䨽 𿉲
靡	靡 𿉳
靠	靠 𿉴
𨻼	𨻼 𿉵
卂	卂 𿉶
煢	煢 𿉷
𠃉	𠃉 𿉸
鳦	鳦 𿉹
孔	孔 𿉺
乳	乳 𿉻
不	不 𿉼
至	至 𿉽
𦤴	𦤴 𿉾
𡉰	𡉰 𿉾
𡉸	𡉸 𿉾
𡊏	𡊏 𿉾
到	到 𿉿
臻	臻 𿊀
𦥊	𦥊 𿊁
臺	臺 𿊂
臸	臸 𿊃
㢴	㢴 𿊄
西	西 𿊄
棲	棲 𿊅
卥	卥 𿊆
𠧧	𠧧 𿊆
卤	卤 𿊇
𡐲	𡐲 𿊈
䙵	䙵 𿊈
鹵	鹵 𿊉
𪊁	𪊁 𿊊
𪉤	𪉤 𿊊
𪉵	𪉵 𿊊
鹹	鹹 𿊋
鹽	鹽 𿊌
盬	盬 𿊍
鹼	鹼 𿊎
户	户 𿊏
戶	戶 𿊏
㦿	㦿 𿊐
扉	扉 𿊑
扇	扇 𿊒
房	房 𿊓
戻	戻 𿊔
戹	戹 𿊕
肁	肁 𿊖
扆	扆 𿊗
㧁	㧁 𿊘
扃	扃 𿊙
門	門 𿊚
𨳇	𨳇 𿊚
閶	閶 𿊛
闈	闈 𿊜
䦲	䦲 𿊝
閎	閎 𿊞
閨	閨 𿊟
閤	閤 𿊠
闒	闒 𿊡
閈	閈 𿊢
閭	閭 𿊣
閻	閻 𿊤
壛	壛 𿊥
𨷪	𨷪 𿊦
闠	闠 𿊦
𨶾	𨶾 𿊧
闉	闉 𿊧
闍	闍 𿊨
闕	闕 𿊩
閞	閞 𿊪
䦏	䦏 𿊫
𨵵	𨵵 𿊬
闔	闔 𿊬
闑	闑 𿊭
閾	閾 𿊮
𨵨	𨵨 𿊯
閬	閬 𿊰
闢	闢 𿊱
𨴔	𨴔 𿊲
䦱	䦱 𿊳
闡	闡 𿊴
開	開 𿊵
𨴉	𨴉 𿊶
𨵑	𨵑 𿊶
闓	闓 𿊷
閜	閜 𿊸
閘	閘 𿊹
閟	閟 𿊺
閣	閣 𿊻
閒	閒 𿊼
間	間 𿊼
𨳢	𨳢 𿊽
𨳿	𨳿 𿊾
𨵌	𨵌 𿊿
閼	閼 𿋀
𨷱	𨷱 𿋁
𨷸	𨷸 𿋂
䦪	䦪 𿋃
䦳	䦳 𿋄
闌	闌 𿋅
閑	閑 𿋆
閉	閉 𿋇
閡	閡 𿋈
闇	闇 𿋉
𨵿	𨵿 𿋊
關	關 𿋊
𨶚	𨶚 𿋊
𨷲	𨷲 𿋋
闐	闐 𿋌
闛	闛 𿋍
閹	閹 𿋎
閽	閽 𿋏
闚	闚 𿋐
𨷻	𨷻 𿋑
𨳌	𨳌 𿋒
閃	閃 𿋓
閱	閱 𿋔
閲	閲 𿋔
闋	闋 𿋕
𨶞	𨶞 𿋖
闞	闞 𿋖
𨶖	𨶖 𿋗
闊	闊 𿋗
閔	閔 𿋘
𢞰	𢞰 𿋙
闖	闖 𿋚
𨷤	𨷤 𿋛
闤	闤 𿋛
闥	闥 𿋜
閌	閌 𿋝
閥	閥 𿋞
闃	闃 𿋟
耳	耳 𿋠
𦔮	𦔮 𿋡
𦕒	𦕒 𿋢
耽	耽 𿋣
耼	耼 𿋤
聃	聃 𿋤
𦕐	𦕐 𿋥
聸	聸 𿋦
耿	耿 𿋧
䏈	䏈 𿋨
聊	聊 𿋩
𦕼	𦕼 𿋪
聖	聖 𿋫
聰	聰 𿋬
聽	聽 𿋭
聆	聆 𿋮
職	職 𿋯
𦕾	𦕾 𿋰
聒	聒 𿋰
聥	聥 𿋱
聲	聲 𿋲
聞	聞 𿋳
䎽	䎽 𿋴
聘	聘 𿋵
聾	聾 𿋶
𢕈	𢕈 𿋷
䏁	䏁 𿋸
𦘋	𦘋 𿋹
聵	聵 𿋹
𰆉	𰆉 𿋺
𦗐	𦗐 𿋻
聉	聉 𿋼
𦘍	𦘍 𿋽
聅	聅 𿋾
聝	聝 𿋿
馘	馘 𿌀
䎳	䎳 𿌁
𦗕	𦗕 𿌂
耹	耹 𿌃
聑	聑 𿌄
聶	聶 𿌅
聱	聱 𿌆
𦣝	𦣝 𿌇
𦣞	𦣞 𿌇
頤	頤 𿌈
𩠡	𩠡 𿌉
𩠛	𩠛 𿌉
巸	巸 𿌊
戺	戺 𿌋
手	手 𿌌
𠂿	𠂿 𿌍
𡴤	𡴤 𿌍
掌	掌 𿌎
拇	拇 𿌏
指	指 𿌐
拳	拳 𿌑
𢯲	𢯲 𿌒
𥆶	𥆶 𿌒
腕	腕 𿌒
攕	攕 𿌓
揱	揱 𿌔
摳	摳 𿌕
攐	攐 𿌖
撎	撎 𿌗
揖	揖 𿌘
攘	攘 𿌙
拱	拱 𿌚
撿	撿 𿌛
𢳎	𢳎 𿌜
𢷎	𢷎 𿌜
𢱭	𢱭 𿌜
拜	拜 𿌝
𢫶	𢫶 𿌞
𭡍	𭡍 𿌞
𣬓	𣬓 𿌟
𡴬	𡴬 𿌟
捾	捾 𿌠
搯	搯 𿌡
㧬	㧬 𿌢
𢭤	𢭤 𿌢
推	推 𿌣
捘	捘 𿌤
排	排 𿌥
擠	擠 𿌦
抵	抵 𿌧
摧	摧 𿌨
拉	拉 𿌩
𢲖	𢲖 𿌪
挫	挫 𿌪
扶	扶 𿌫
𢻳	𢻳 𿌬
𢪇	𢪇 𿌭
持	持 𿌮
挈	挈 𿌯
拑	拑 𿌰
揲	揲 𿌱
𢱴	𢱴 𿌱
摯	摯 𿌲
𢴷	𢴷 𿌲
操	操 𿌳
㩴	㩴 𿌴
捦	捦 𿌵
㩒	㩒 𿌶
搏	搏 𿌷
據	據 𿌸
攝	攝 𿌹
𢪈	𢪈 𿌺
抩	抩 𿌺
抪	抪 𿌻
挾	挾 𿌼 𿌽
捫	捫 𿌾
擥	擥 𿌿
擸	擸 𿍀
握	握 𿍁
𦥆	𦥆 𿍂
撣	撣 𿍃
把	把 𿍄
搹	搹 𿍅
㧖	㧖 𿍆
拏	拏 𿍇
攜	攜 𿍈
提	提 𿍉
𢬴	𢬴 𿍊
拈	拈 𿍋
摛	摛 𿍌
捨	捨 𿍍
擪	擪 𿍎
按	按 𿍏
控	控 𿍐
揗	揗 𿍑
掾	掾 𿍒
𢫦	𢫦 𿍓
拊	拊 𿍔
掊	掊 𿍕
捋	捋 𿍖
撩	撩 𿍗
𰔬	𰔬 𿍗
措	措 𿍘
𢵄	𢵄 𿍘
插	插 𿍙
掄	掄 𿍚
擇	擇 𿍛
捉	捉 𿍜
搤	搤 𿍝
挻	挻 𿍞
㨵	㨵 𿍟
𢵏	𢵏 𿍟
揃	揃 𿍟
搣	搣 𿍠
㧗	㧗 𿍡
揤	揤 𿍢
捽	捽 𿍣
撮	撮 𿍤
𢱬	𢱬 𿍥
𡙳	𡙳 𿍥
揈	揈 𿍦
摕	摕 𿍧
𢰂	𢰂 𿍨
捊	捊 𿍩
抱	抱 𿍪
揜	揜 𿍫
授	授 𿍬
承	承 𿍭
挋	挋 𿍮
㨷	㨷 𿍯
攩	攩 𿍰
接	接 𿍱
𢪹	𢪹 𿍲
㧊	㧊 𿍲
挏	挏 𿍳
招	招 𿍴
𢺌	𢺌 𿍵
撫	撫 𿍵
𨑑	𨑑 𿍶
𨑟	𨑟 𿍶
捪	捪 𿍸
揣	揣 𿍹
抧	抧 𿍺
摜	摜 𿍻
投	投 𿍼
擿	擿 𿍽
搔	搔 𿍾
扴	扴 𿍿
𢹰	𢹰 𿎀
摽	摽 𿎀
挑	挑 𿎁
𱟰	𱟰 𿎂
抉	抉 𿎂
撓	撓 𿎃
𢹎	𢹎 𿎄
擾	擾 𿎄
挶	挶 𿎅
据	据 𿎆
擖	擖 𿎇
摘	摘 𿎈
𢴨	𢴨 𿎈
搳	搳 𿎉
㨻	㨻 𿎊
拹	拹 𿎋
摺	摺 𿎌
𢱀	𢱀 𿎍
摟	摟 𿎎
抎	抎 𿎏
披	披 𿎐
𤸪	𤸪 𿎑
㧘	㧘 𿎒
掉	掉 𿎓
搖	搖 𿎔
摇	摇 𿎔
搈	搈 𿎕
𢴧	𢴧 𿎖
揂	揂 𿎗
掔	掔 𿎘
捀	捀 𿎙
𢹏	𢹏 𿎚
攑	攑 𿎛
揚	揚 𿎜
𢾙	𢾙 𿎝
擧	擧 𿎞
掀	掀 𿎟
揭	揭 𿎠
抍	抍 𿎡
拯	拯 𿎢
撜	撜 𿎣
振	振 𿎤
扛	扛 𿎥
扮	扮 𿎦
撟	撟 𿎧
捎	捎 𿎨
𢹬	𢹬 𿎩
擩	擩 𿎪
㨎	㨎 𿎫
揄	揄 𿎬
搫	搫 𿎭
擭	擭 𿎮
𢪴	𢪴 𿎯
拚	拚 𿎯
擅	擅 𿎰
揆	揆 𿎱
擬	擬 𿎲
損	損 𿎳
𢩥	𢩥 𿎴
失	失 𿎴
挩	挩 𿎵
捝	捝 𿎵
撥	撥 𿎶
挹	挹 𿎷
抒	抒 𿎸
抯	抯 𿎹
攫	攫 𿎺
扟	扟 𿎻
拓	拓 𿎼
摭	摭 𿎽
攈	攈 𿎾
拾	拾 𿎿
掇	掇 𿏀
𢸃	𢸃 𿏁
擐	擐 𿏁
𢳖	𢳖 𿏂
搄	搄 𿏂
揯	揯 𿏂
𢴀	𢴀 𿏃
摍	摍 𿏃
㨜	㨜 𿏄
援	援 𿏅
㩅	㩅 𿏆
㨨	㨨 𿏆
抽	抽 𿏇
𢭆	𢭆 𿏈
擢	擢 𿏉
拔	拔 𿏊
揠	揠 𿏋
𢶈	𢶈 𿏌
擣	擣 𿏍
攣	攣 𿏎
挺	挺 𿏏
㩃	㩃 𿏐
探	探 𿏑
𢲘	𢲘 𿏑
𢺬	𢺬 𿏒
撢	撢 𿏒
捼	捼 𿏓
挼	挼 𿏔
撆	撆 𿏕
㨔	㨔 𿏖
搦	搦 𿏗
掎	掎 𿏘
揮	揮 𿏙
𢰄	𢰄 𿏙
摩	摩 𿏚
揅	揅 𿏛
𮀶	𮀶 𿏛
𢱧	𢱧 𿏜
攪	攪 𿏝
搑	搑 𿏞
撞	撞 𿏟
㧢	㧢 𿏠
扔	扔 𿏡
𢬸	𢬸 𿏢
括	括 𿏢
抲	抲 𿏣
擘	擘 𿏤
撝	撝 𿏥
捇	捇 𿏦
扐	扐 𿏧
技	技 𿏨
摹	摹 𿏩
拙	拙 𿏪
㧺	㧺 𿏫
摶	摶 𿏬
㨡	㨡 𿏭
捄	捄 𿏮
拮	拮 𿏯
搰	搰 𿏰
𢶵	𢶵 𿏱
掘	掘 𿏱
掩	掩 𿏲
摡	摡 𿏳
揟	揟 𿏴
播	播 𿏵
𢿥	𢿥 𿏶
𫿓	𫿓 𿏶
挃	挃 𿏷
㨖	㨖 𿏸
扤	扤 𿏹
抈	抈 𿏺
摎	摎 𿏻
撻	撻 𿏼
𨘈	𨘈 𿏽
掕	掕 𿏾
抨	抨 𿏿
捲	捲 𿐀
扱	扱 𿐁
摷	摷 𿐂
挨	挨 𿐃
擈	擈 𿐄
𢵿	𢵿 𿐅
𢶡	𢶡 𿐅
扚	扚 𿐆
抶	抶 𿐇
扺	扺 𿐈
抰	抰 𿐉
㨐	㨐 𿐊
捭	捭 𿐋
𢴹	𢴹 𿐌
捶	捶 𿐌
搉	搉 𿐍
摬	摬 𿐎
拂	拂 𿐏
摼	摼 𿐐
抌	抌 𿐑
㩓	㩓 𿐒
擊	擊 𿐓
扞	扞 𿐔
抗	抗 𿐕
杭	杭 𿐖
捕	捕 𿐗
簎	簎 𿐘
𥶪	𥶪 𿐘
撚	撚 𿐙
挂	挂 𿐚
拕	拕 𿐛
捈	捈 𿐜
抴	抴 𿐝
揙	揙 𿐞
撅	撅 𿐟
攎	攎 𿐠
挐	挐 𿐡
搵	搵 𿐢
揾	揾 𿐢
𢮔	𢮔 𿐣
搒	搒 𿐣
挌	挌 𿐤
拲	拲 𿐥
㭟	㭟 𿐦
掫	掫 𿐧
捐	捐 𿐨
掤	掤 𿐩
扝	扝 𿐪
扜	扜 𿐪
𪎮	𪎮 𿐫
捷	捷 𿐬
扣	扣 𿐭
掍	掍 𿐮
搜	搜 𿐯
𢯱	𢯱 𿐯
換	換 𿐰
换	换 𿐰
掖	掖 𿐱
摻	摻 𿐲
摦	摦 𿐳
攙	攙 𿐴
搢	搢 𿐵
𢸰	𢸰 𿐵
掠	掠 𿐶
掐	掐 𿐷
捻	捻 𿐸
拗	拗 𿐹
摵	摵 𿐺
捌	捌 𿐻
攤	攤 𿐼
拋	拋 𿐽
摴	摴 𿐾
打	打 𿐿
𠦬	𠦬 𿑀
脊	脊 𿑁
𦟝	𦟝 𿑁
女	女 𿑂
姓	姓 𿑃
姜	姜 𿑄
姬	姬 𿑅
姞	姞 𿑆
嬴	嬴 𿑇
姚	姚 𿑈
嬀	嬀 𿑉
妘	妘 𿑊
𪔈	𪔈 𿑋
姺	姺 𿑌
㜣	㜣 𿑍
𡚽	𡚽 𿑎
娸	娸 𿑏
奼	奼 𿑐
媒	媒 𿑑
妁	妁 𿑒
嫁	嫁 𿑓
娶	娶 𿑔
婚	婚 𿑕
𤔿	𤔿 𿑖
姻	姻 𿑗
婣	婣 𿑘
妻	妻 𿑙
𡜈	𡜈 𿑚
婦	婦 𿑛
妃	妃 𿑜
媲	媲 𿑝
妊	妊 𿑞
娠	娠 𿑟
媰	媰 𿑠
𡢎	𡢎 𿑡
嬎	嬎 𿑢
嫛	嫛 𿑣
婗	婗 𿑤
母	母 𿑥
嫗	嫗 𿑦
媼	媼 𿑧
媪	媪 𿑧
姁	姁 𿑨
姐	姐 𿑩
姑	姑 𿑪
威	威 𿑫
妣	妣 𿑬
𡚧	𡚧 𿑭
姊	姊 𿑮
妹	妹 𿑯
娣	娣 𿑰
𡣃	𡣃 𿑱
媦	媦 𿑱
㛮	㛮 𿑲
嫂	嫂 𿑲
姪	姪 𿑳
姨	姨 𿑴
妿	妿 𿑵
娒	娒 𿑶
媾	媾 𿑷
姼	姼 𿑸
𡚼	𡚼 𿑹
妭	妭 𿑺
㜎	㜎 𿑻
婢	婢 𿑼
奴	奴 𿑽
